WellId;X;Y;DepthFrom;DepthTo;Rock;Porosity
W-0046;124.48;56.14;387.17;394.23;Limestone;1.500
W-0046;110.49;77.46;394.23;410.72;Dolomite;0.117
W-0046;96.17;93.64;410.72;416.48;Dolomite;0.073
W-0046;104.07;63.69;416.48;418.44;Dolomite;0.198
W-0046;129.92;52.79;418.44;427.60;Dolomite;0.137
W-0046;82.99;81.95;427.60;435.50;Sandstone;0.187
W-0046;121.05;88.98;435.50;440.19;Sandstone;0.183
W-0046;105.78;72.53;440.19;449.48;Sandstone;0.139
W-0046;81.73;76.80;449.48;451.17;Limestone;0.042
BAD-OVR1;110.98;56.60;182.00;190.00;Shale;0.147
W-0046;109.04;90.51;463.30;467.84;Shale;0.263
W-0047;99.97;56.71;0.00;7.98;Limestone;0.052
W-0047;129.40;61.80;7.98;23.80;;0.095
W-0047;91.92;98.50;23.80;37.85;Shale;0.278
W-0047;93.07;85.27;37.85;49.26;Limestone;0.209
W-0047;92.17;58.80;49.26;57.65;Sandstone;0.243
W-0047;97.17;99.90;57.65;72.49;Dolomite;0.230
W-0047;107.44;80.67;72.49;81.40;Shale;0.138
W-0047;85.14;54.95;81.40;99.31;Limestone;0.152
W-0047;100.30;53.36;99.31;101.17;Limestone;1.500
W-0047;85.97;95.94;101.17;112.90;Dolomite;0.072
W-0047;80.57;94.33;112.90;124.76;Sandstone;0.072
W-0047;97.88;73.48;124.76;132.24;Limestone;0.348
W-0047;100.53;81.26;132.24;139.67;Shale;0.142
W-0047;104.16;87.18;139.67;155.30;Dolomite;0.253
W-0047;111.91;99.20;155.30;170.40;Shale;0.237
W-0047;113.50;77.73;170.40;179.68;Limestone;0.229
W-0047;94.18;50.33;179.68;198.19;Shale;0.060
W-0047;83.99;97.69;198.19;201.14;Dolomite;0.342
W-0047;113.89;71.33;201.14;212.42;Sandstone;0.189
W-0047;88.70;52.17;212.42;217.05;Dolomite;0.170
W-0047;105.10;82.28;217.05;233.63;Shale;0.284
W-0047;115.78;96.90;233.63;234.64;Dolomite;0.153
W-0047;107.45;91.85;234.64;247.07;Dolomite;0.321
W-0047;104.74;87.22;247.07;248.73;Sandstone;0.022
W-0047;88.46;78.81;248.73;250.56;Sandstone;0.115
W-0047;94.43;65.48;250.56;261.99;Shale;0.060
W-0047;85.85;72.45;261.99;266.25;Shale;1.500
W-0047;111.53;90.94;266.25;267.58;Sandstone;0.201
W-0047;121.63;67.06;267.58;271.53;Limestone;0.178
W-0047;87.91;69.55;271.53;284.15;Shale;0.172
BAD-OVR1;98.32;85.69;185.00;193.00;Limestone;0.210
W-0047;121.12;91.03;297.30;311.46;Sandstone;0.261
W-0047;108.51;90.11;311.46;323.21;Sandstone;0.178
W-0047;90.26;99.96;323.21;324.81;Limestone;0.069
W-0047;101.30;91.95;324.81;341.58;Dolomite;0.210
W-0047;124.25;75.99;341.58;361.34;Dolomite;0.124
W-0047;98.59;60.57;361.34;367.06;Dolomite;0.132
W-0047;129.06;86.39;367.06;379.94;Shale;0.318
W-0047;87.38;56.69;379.94;398.24;Limestone;0.147
W-0047;88.73;99.83;398.24;409.59;Shale;0.358
W-0047;93.47;99.36;409.59;415.35;Dolomite;0.087
W-0047;102.58;80.23;415.35;425.39;Sandstone;0.238
W-0047;128.35;64.35;425.39;438.77;Limestone;0.146
W-0047;96.62;85.49;438.77;458.00;Sandstone;0.251
W-0047;122.13;74.45;458.00;461.43;Shale;0.287
W-0047;126.01;84.52;461.43;466.58;Shale;0.237
W-0047;103.68;52.09;466.58;477.24;Limestone;0.103
BAD-OVR1;90.06;52.31;188.00;196.00;Shale;0.160
W-0047;120.53;93.36;487.38;499.94;Sandstone;0.132
W-0047;118.61;55.83;499.94;506.63;Dolomite;0.044
W-0048;83.40;96.32;0.00;16.46;Sandstone;0.073
W-0048;82.52;72.51;16.46;29.59;Limestone;0.302
W-0048;126.67;95.16;29.59;39.05;Shale;0.343
W-0048;127.77;60.04;39.05;41.18;Sandstone;0.260
W-0048;116.07;90.85;41.18;48.67;Dolomite;0.271
W-0048;83.04;82.98;48.67;67.62;Dolomite;0.136
W-0048;103.06;52.74;67.62;85.06;Shale;0.217
W-0048;103.33;75.96;85.06;86.69;Limestone;0.069
W-0048;121.90;54.38;86.69;90.83;Shale;0.311
W-0048;113.54;52.24;90.83;95.86;Dolomite;0.159
W-0048;111.05;55.76;95.86;110.27;Sandstone;0.091
W-0048;100.09;57.80;110.27;121.56;Sandstone;0.088
W-0048;118.82;71.83;121.56;134.14;Sandstone;0.205
W-0048;124.51;72.99;134.14;147.44;Dolomite;0.044
W-0048;98.36;70.13;147.44;163.66;Sandstone;0.047
W-0048;86.31;78.56;163.66;176.62;Shale;0.324
W-0048;93.66;68.02;176.62;183.11;Dolomite;1.500
W-0048;125.20;86.55;183.11;200.53;Limestone;0.319
W-0048;94.32;79.49;200.53;210.80;Sandstone;0.360
W-0048;115.84;86.27;210.80;212.14;Sandstone;0.269
W-0048;98.65;67.65;212.14;214.08;Sandstone;0.353
W-0048;93.36;63.77;214.08;225.32;Sandstone;0.293
W-0048;125.33;51.54;225.32;237.72;Shale;0.357
W-0048;119.63;54.95;237.72;248.62;Limestone;0.277
W-0048;121.43;55.46;248.62;260.48;Shale;0.284
W-0048;102.91;61.22;260.48;273.28;Limestone;0.180
W-0048;128.21;83.93;273.28;288.53;Sandstone;0.010
W-0048;124.18;57.64;288.53;304.39;Limestone;0.049
W-0048;98.26;54.17;304.39;319.33;Shale;0.100
W-0048;95.36;99.71;319.33;331.55;Shale;0.149
W-0048;84.02;80.15;331.55;341.88;Limestone;0.246
W-0048;108.75;72.31;341.88;353.23;Sandstone;0.244
W-0048;110.81;79.01;353.23;356.09;Dolomite;0.183
W-0048;116.75;76.85;356.09;376.07;Shale;0.115
W-0048;101.94;90.33;376.07;395.47;Dolomite;0.064
W-0048;125.80;71.56;395.47;401.83;Dolomite;0.056
W-0048;85.76;75.87;401.83;411.90;Sandstone;0.261
W-0048;101.21;63.59;411.90;420.77;Limestone;0.022
W-0048;107.10;69.64;420.77;431.25;Dolomite;0.289
W-0048;123.63;73.88;431.25;438.03;Dolomite;0.335
W-0048;110.77;79.68;438.03;444.59;Sandstone;0.072
W-0048;81.55;86.88;444.59;454.10;Shale;0.290
W-0048;86.60;76.84;454.10;470.69;Limestone;1.500
W-0048;94.33;50.90;470.69;486.34;Limestone;0.164
W-0048;129.66;96.75;486.34;499.37;Limestone;0.012
W-0048;84.71;66.24;499.37;511.58;Shale;0.214
W-0048;98.57;68.59;511.58;514.38;Sandstone;0.146
W-0048;91.39;92.11;514.38;526.66;Shale;0.307
W-0048;81.96;76.88;526.66;533.34;Limestone;0.186
W-0048;84.88;66.15;533.34;537.28;Shale;0.031
W-0049;110.23;80.43;0.00;14.90;Dolomite;0.222
W-0049;99.40;76.15;14.90;34.03;Shale;0.347
W-0049;126.63;55.51;34.03;46.97;Limestone;0.033
W-0049;88.34;73.61;46.97;49.60;Limestone;0.144
W-0049;97.78;90.88;49.60;66.19;Shale;0.189
W-0049;128.43;91.95;66.19;73.13;Dolomite;0.210
W-0049;108.31;71.71;73.13;78.62;Sandstone;0.057
W-0049;95.35;67.10;78.62;90.53;Limestone;0.130
W-0049;94.06;81.22;90.53;96.44;Shale;0.138
W-0049;87.82;61.61;96.44;101.72;Limestone;0.163
W-0049;112.68;85.36;101.72;102.94;Shale;0.265
W-0049;104.71;54.02;102.94;114.18;Dolomite;0.328
W-0049;98.03;52.37;126.62;121.62;Dolomite;0.033
W-0049;124.71;93.17;121.62;131.62;Limestone;0.150
W-0049;80.07;70.56;131.62;141.61;Shale;0.254
W-0049;107.80;65.13;141.61;161.54;Limestone;0.173
W-0049;95.72;80.63;161.54;174.19;Limestone;0.359
W-0049;122.75;71.71;174.19;188.82;Shale;0.079
W-0049;92.41;69.83;188.82;192.99;Sandstone;0.139
W-0049;95.73;61.33;192.99;199.84;Sandstone;0.253
W-0049;112.56;88.45;199.84;208.14;Sandstone;0.112
W-0049;111.70;95.62;208.14;220.20;Dolomite;0.166
W-0049;101.40;72.24;220.20;237.64;Sandstone;0.210
W-0049;88.49;68.66;237.64;242.71;Sandstone;0.177
W-0049;88.63;68.59;242.71;261.45;Limestone;0.057
W-0049;85.90;59.49;261.45;279.92;Limestone;0.289
W-0049;123.95;82.79;279.92;283.64;Sandstone;0.358
W-0049;116.82;66.75;283.64;302.72;Shale;0.275
W-0049;115.46;55.23;302.72;316.15;Limestone;0.344
W-0049;85.15;74.79;316.15;322.70;Sandstone;0.019
W-0049;113.56;60.62;322.70;338.50;Limestone;0.288
W-0049;106.67;56.61;338.50;351.78;Shale;0.126
W-0049;121.10;52.85;351.78;359.98;Dolomite;0.157
W-0049;97.39;72.93;359.98;372.68;Sandstone;1.500
W-0049;109.23;88.78;372.68;378.14;Shale;0.077
W-0049;126.86;89.68;378.14;391.09;Sandstone;0.165
W-0049;105.28;69.70;391.09;402.35;Shale;0.073
W-0049;93.89;53.64;402.35;418.05;Shale;0.192
W-0049;127.04;58.65;418.05;420.51;Sandstone;0.268
W-0049;95.19;83.11;420.51;431.01;Shale;1.500
W-0049;81.04;96.68;431.01;449.86;Limestone;0.255
W-0049;94.34;79.90;449.86;462.56;Shale;1.500
W-0049;110.12;82.59;462.56;468.84;Dolomite;0.266
W-0049;92.76;92.31;468.84;474.69;Limestone;1.500
W-0049;91.26;89.37;474.69;476.75;Sandstone;0.332
W-0049;94.08;87.79;476.75;489.83;Shale;0.246
W-0049;114.23;96.67;489.83;497.93;Sandstone;0.168
W-0049;94.12;67.18;497.93;513.15;;0.202
W-0049;94.51;65.63;513.15;531.85;Dolomite;0.183
W-0049;118.23;84.20;531.85;538.07;Dolomite;0.052
W-0050;104.08;61.28;0.00;13.88;Dolomite;0.120
W-0050;99.43;54.11;13.88;33.44;Sandstone;0.117
W-0050;93.30;50.95;33.44;41.93;Limestone;0.029
W-0050;93.55;58.66;41.93;47.49;Dolomite;0.280
W-0050;122.41;71.06;47.49;53.45;Shale;0.274
W-0050;128.61;88.23;53.45;69.93;Limestone;0.274
W-0050;92.24;72.31;69.93;71.46;Sandstone;0.242
W-0050;85.46;62.97;71.46;72.57;Sandstone;0.218
W-0050;105.85;71.60;72.57;85.54;Dolomite;0.237
W-0050;113.60;75.58;85.54;95.17;Sandstone;0.356
W-0050;100.38;83.20;95.17;102.38;Dolomite;0.031
W-0050;129.16;90.22;102.38;108.40;Sandstone;0.041
W-0050;94.37;59.55;108.40;119.08;Dolomite;0.311
W-0050;110.07;85.74;119.08;135.79;Dolomite;0.083
W-0050;98.06;50.62;135.79;138.99;Dolomite;0.286
W-0050;118.57;58.72;138.99;148.69;Sandstone;0.245
W-0050;86.93;56.16;148.69;153.50;Limestone;0.063
W-0050;90.57;67.43;153.50;161.04;Sandstone;0.245
W-0050;101.82;94.87;161.04;174.41;Dolomite;0.174
W-0050;83.40;81.10;189.08;184.08;Sandstone;0.229
W-0050;101.32;55.74;184.08;185.36;Sandstone;0.149
W-0050;87.51;57.71;185.36;196.22;Shale;0.233
W-0050;95.54;56.87;196.22;207.94;Sandstone;0.211
W-0050;128.98;66.98;207.94;215.41;Shale;0.161
W-0050;109.61;91.41;234.81;229.81;Sandstone;0.033
W-0050;107.15;56.79;245.29;240.29;Sandstone;0.023
W-0050;118.76;59.51;240.29;259.36;Limestone;0.315
W-0050;126.96;96.31;259.36;265.33;Dolomite;0.231
W-0050;115.44;51.57;265.33;267.24;Shale;0.018
W-0050;115.31;88.43;267.24;281.21;Sandstone;0.160
W-0050;90.38;98.28;281.21;283.90;Limestone;0.348
W-0050;91.95;57.82;283.90;286.79;Shale;0.101
W-0050;125.38;77.43;286.79;296.69;Dolomite;0.261
W-0050;111.55;83.94;306.41;301.41;Limestone;0.177
W-0050;80.12;97.27;301.41;304.55;Sandstone;0.167
W-0050;97.63;82.64;304.55;320.01;Limestone;0.088
W-0050;101.47;73.54;320.01;339.23;Dolomite;0.246
W-0050;91.57;58.98;339.23;354.87;Shale;0.251
W-0050;120.83;94.21;354.87;356.82;Sandstone;0.182
W-0050;98.66;91.67;356.82;367.13;Sandstone;1.500
W-0050;99.39;51.27;367.13;381.58;Dolomite;0.072
W-0050;111.15;76.26;381.58;388.77;Shale;0.147
W-0050;107.33;93.50;388.77;389.85;Shale;0.060
W-0050;93.19;66.92;389.85;395.70;Shale;0.149
W-0050;90.94;58.78;395.70;399.77;Sandstone;0.013
W-0050;100.79;68.72;399.77;400.86;Dolomite;0.141
W-0050;118.40;70.03;400.86;401.91;Sandstone;0.024
W-0050;87.46;62.70;401.91;412.25;Dolomite;0.231
W-0050;117.30;82.67;412.25;426.37;Sandstone;0.287
W-0050;118.31;87.50;426.37;439.32;Sandstone;1.500
W-0051;102.36;80.62;0.00;10.81;Dolomite;1.500
W-0051;92.14;80.46;10.81;21.25;Limestone;0.343
W-0051;94.66;55.10;21.25;27.90;Sandstone;0.181
W-0051;83.63;70.81;27.90;39.26;Shale;0.103
W-0051;114.96;61.10;39.26;51.34;Dolomite;0.070
W-0051;81.02;81.21;51.34;67.32;Sandstone;0.260
W-0051;112.42;60.68;67.32;70.35;Limestone;1.500
W-0051;86.23;69.53;70.35;84.68;Dolomite;0.325
W-0051;121.51;83.77;84.68;90.65;Limestone;0.035
W-0051;102.78;95.38;90.65;98.26;Sandstone;0.093
W-0051;101.74;68.28;98.26;107.58;Dolomite;0.127
W-0051;127.70;64.56;107.58;115.94;Dolomite;0.165
W-0051;81.80;79.96;115.94;133.21;Shale;0.155
W-0051;112.71;87.55;133.21;140.32;Dolomite;0.026
W-0051;98.09;76.75;140.32;151.82;Shale;0.201
W-0051;84.02;74.39;151.82;171.39;Sandstone;0.023
W-0051;109.17;62.56;171.39;173.44;Limestone;0.358
W-0051;95.07;98.05;173.44;178.87;Dolomite;0.167
W-0051;96.99;96.57;178.87;189.23;Limestone;0.187
W-0051;110.19;77.04;189.23;196.28;Dolomite;0.189
W-0051;118.75;68.09;196.28;211.43;Shale;0.286
W-0051;94.89;92.71;211.43;223.08;Shale;0.339
W-0051;120.93;64.03;223.08;238.46;;0.217
W-0051;93.16;68.77;238.46;241.08;Sandstone;0.098
W-0051;95.72;80.33;241.08;260.73;Limestone;0.212
W-0051;123.77;82.09;260.73;275.78;Limestone;0.220
W-0051;123.23;86.04;275.78;280.06;Limestone;0.251
W-0051;125.57;83.87;280.06;299.88;Limestone;0.239
W-0051;116.44;94.59;299.88;318.89;Sandstone;0.248
W-0051;115.73;84.70;318.89;321.97;Sandstone;0.103
W-0051;128.66;90.30;321.97;328.22;Sandstone;0.285
W-0051;101.22;78.15;328.22;342.17;Sandstone;0.307
W-0051;125.68;99.24;342.17;356.22;Limestone;0.069
W-0051;111.23;99.29;356.22;375.29;Dolomite;0.277
W-0051;107.48;82.14;375.29;394.59;Shale;0.199
W-0051;106.15;86.74;394.59;404.23;Dolomite;0.117
BAD-OVR1;95.96;92.43;191.00;199.00;Shale;0.326
W-0051;107.20;80.22;422.15;423.99;Sandstone;0.122
W-0051;102.49;61.23;423.99;434.96;Shale;0.187
W-0051;91.54;60.88;434.96;436.78;Shale;0.190
BAD-OVR1;96.79;91.07;194.00;202.00;Dolomite;0.220
W-0051;100.87;96.16;438.20;452.12;Dolomite;0.070
W-0051;114.21;96.65;452.12;454.67;Dolomite;0.084
W-0051;112.09;73.67;454.67;461.82;Limestone;0.064
W-0051;99.00;99.42;461.82;467.18;;0.276
W-0051;121.98;86.47;467.18;474.55;;0.134
W-0051;83.50;88.34;474.55;475.61;Dolomite;0.241
W-0051;80.71;82.28;475.61;477.63;Sandstone;0.308
W-0051;89.94;68.60;483.75;478.75;Dolomite;0.342
W-0051;121.03;53.33;478.75;492.44;Shale;0.149
W-0052;124.15;62.18;0.00;4.11;Shale;0.348
W-0052;129.26;96.89;4.11;16.08;Dolomite;0.286
W-0052;87.77;85.49;16.08;32.56;Dolomite;0.099
W-0052;93.12;58.80;32.56;36.18;Shale;0.351
W-0052;84.09;97.75;36.18;52.03;Limestone;0.334
W-0052;100.73;68.19;52.03;60.05;Limestone;0.027
W-0052;91.62;71.12;60.05;73.99;Shale;0.087
W-0052;129.73;59.99;73.99;86.07;Shale;0.265
W-0052;91.25;94.65;86.07;102.49;Sandstone;0.165
W-0052;103.73;61.28;102.49;108.59;Dolomite;1.500
W-0052;113.00;84.47;108.59;109.81;Limestone;0.215
W-0052;83.78;88.27;109.81;123.37;Limestone;0.253
W-0052;121.32;82.50;123.37;142.55;Sandstone;0.242
W-0052;120.23;76.04;152.85;147.85;Shale;0.035
W-0052;103.88;62.70;147.85;166.33;Sandstone;0.330
W-0052;87.34;72.83;166.33;184.66;Shale;0.343
W-0052;125.03;85.31;184.66;197.35;Sandstone;0.180
W-0052;108.87;91.27;197.35;202.11;Dolomite;0.127
W-0052;93.21;62.45;202.11;213.81;Limestone;0.350
W-0052;119.18;55.83;213.81;226.56;Dolomite;0.294
W-0052;105.24;96.38;226.56;243.70;Dolomite;0.098
W-0052;126.02;57.74;243.70;257.96;Limestone;0.124
W-0052;88.01;82.33;257.96;259.63;Limestone;0.348
W-0052;121.75;74.93;259.63;278.11;Sandstone;0.319
W-0052;93.04;82.68;278.11;288.34;Dolomite;0.321
W-0052;125.55;96.09;288.34;306.35;Limestone;0.239
W-0052;85.69;87.01;306.35;318.23;Dolomite;0.030
W-0052;84.81;91.81;318.23;336.78;Shale;0.127
W-0052;127.69;76.06;336.78;340.65;Limestone;0.060
W-0052;100.52;68.93;340.65;342.48;Sandstone;0.212
W-0052;117.65;99.87;342.48;348.55;Dolomite;0.191
W-0052;83.05;93.76;348.55;368.42;Limestone;0.062
W-0052;113.64;93.78;382.79;377.79;Shale;0.021
W-0052;117.14;82.72;377.79;384.88;Sandstone;0.349
W-0052;114.24;76.90;384.88;400.66;Shale;0.316
W-0052;105.71;96.53;400.66;404.77;;0.082
W-0052;125.63;61.72;404.77;411.84;Shale;0.201
W-0052;96.55;73.81;411.84;419.93;Dolomite;0.255
W-0052;123.60;83.47;419.93;427.55;Dolomite;0.164
W-0052;93.92;79.61;427.55;429.08;Dolomite;0.072
W-0052;111.26;73.89;429.08;430.10;Shale;0.347
W-0052;83.09;84.96;430.10;443.81;Limestone;0.300
W-0052;116.41;61.11;443.81;446.88;Dolomite;0.300
W-0052;129.70;87.98;446.88;463.80;Shale;0.259
W-0052;126.31;75.91;463.80;474.12;Sandstone;0.253
W-0052;81.65;50.64;474.12;476.21;;0.323
W-0052;102.85;80.61;476.21;486.95;Sandstone;1.500
W-0052;109.95;74.65;486.95;503.93;Shale;0.104
W-0052;120.64;70.76;503.93;519.42;Shale;0.327
W-0052;87.04;55.76;519.42;534.98;Dolomite;0.287
W-0053;116.38;91.01;0.00;1.07;Sandstone;0.131
W-0053;116.92;69.37;1.07;8.28;Sandstone;0.152
W-0053;129.00;91.95;8.28;26.31;Dolomite;0.329
W-0053;98.20;68.68;26.31;32.06;Limestone;0.160
W-0053;122.60;74.87;32.06;35.10;Shale;0.080
W-0053;95.05;83.07;56.66;51.66;Sandstone;0.160
W-0053;129.86;77.22;51.66;55.46;Sandstone;0.295
W-0053;124.57;88.56;55.46;56.63;;0.204
W-0053;106.06;65.20;56.63;61.51;Shale;0.161
W-0053;89.76;72.77;61.51;69.95;Shale;0.081
W-0053;115.43;54.92;69.95;74.51;Shale;0.269
W-0053;99.92;95.63;74.51;83.33;Dolomite;0.304
W-0053;83.57;66.93;83.33;94.96;Limestone;0.143
W-0053;93.55;65.37;94.96;113.86;Sandstone;0.052
W-0053;108.79;87.64;113.86;119.23;Limestone;0.315
W-0053;112.59;63.68;119.23;126.72;Limestone;0.121
W-0053;114.66;67.24;126.72;128.30;Limestone;0.061
BAD-OVR1;112.76;83.42;197.00;205.00;Dolomite;0.177
W-0053;122.97;91.28;138.12;140.54;Shale;0.168
W-0053;125.33;83.41;140.54;160.16;Limestone;0.350
W-0053;105.73;99.90;160.16;161.93;Limestone;0.080
W-0053;81.24;88.65;168.34;163.34;Dolomite;0.247
W-0053;111.36;50.32;163.34;167.40;Limestone;0.145
W-0053;101.57;86.90;178.64;173.64;Sandstone;0.199
W-0053;124.86;95.90;173.64;190.24;Limestone;0.147
W-0053;116.79;70.08;190.24;198.34;Sandstone;0.272
W-0053;110.13;60.79;198.34;208.22;Dolomite;0.295
W-0053;83.55;50.77;208.22;212.05;Sandstone;0.047
W-0053;116.71;80.38;212.05;218.43;Shale;0.311
W-0053;115.61;68.88;218.43;228.11;Dolomite;0.200
W-0053;117.26;78.93;228.11;236.36;Limestone;0.048
W-0053;113.09;79.24;236.36;242.24;Sandstone;0.254
W-0053;129.16;76.64;242.24;260.81;Shale;0.033
W-0053;124.87;92.92;260.81;277.23;Limestone;0.259
W-0053;98.27;60.31;277.23;288.52;Sandstone;0.126
W-0053;114.57;80.45;288.52;302.32;Sandstone;0.064
W-0053;96.12;84.88;302.32;320.56;Dolomite;0.142
W-0053;89.49;86.07;320.56;338.87;Sandstone;0.201
W-0053;95.38;57.02;338.87;345.79;Dolomite;0.044
W-0053;103.59;68.54;345.79;363.25;Shale;0.013
W-0053;116.66;76.03;363.25;369.09;;0.122
W-0053;104.78;89.97;369.09;377.30;Shale;0.097
W-0053;110.92;51.15;377.30;387.44;Limestone;0.075
W-0053;123.64;62.57;387.44;400.98;Sandstone;0.302
W-0053;83.05;88.00;400.98;411.73;Dolomite;0.259
W-0053;98.40;86.25;411.73;425.83;Sandstone;0.059
W-0053;93.35;65.28;425.83;434.43;Dolomite;0.226
W-0053;127.39;80.84;434.43;452.36;;0.120
W-0053;90.13;59.09;452.36;456.90;Dolomite;0.264
W-0053;92.09;75.96;456.90;470.95;Sandstone;0.298
W-0054;108.73;75.28;0.00;2.66;Shale;0.123
W-0054;113.96;80.65;2.66;20.41;Shale;0.018
W-0054;109.53;52.45;20.41;33.44;Dolomite;0.103
W-0054;94.94;55.92;33.44;42.93;Limestone;0.286
W-0054;109.80;74.61;42.93;43.94;Dolomite;0.277
BAD-OVR1;88.49;60.10;200.00;208.00;Dolomite;0.097
W-0054;112.99;67.54;54.10;60.69;Limestone;0.102
W-0054;89.55;78.89;60.69;64.71;Limestone;0.110
W-0054;86.18;66.43;64.71;70.51;Limestone;0.278
W-0054;85.73;56.74;70.51;85.16;Shale;0.010
W-0054;106.20;87.31;85.16;102.31;Limestone;0.169
W-0054;99.83;87.60;102.31;118.50;Shale;0.099
W-0054;126.14;96.61;118.50;135.75;Shale;0.097
W-0054;98.57;64.43;135.75;140.68;Limestone;0.293
BAD-OVR1;98.46;84.99;203.00;211.00;Dolomite;0.263
W-0054;99.72;55.15;149.97;157.61;Limestone;0.305
W-0054;122.52;96.56;157.61;160.94;Limestone;0.329
W-0054;123.80;80.16;160.94;163.37;Limestone;0.201
W-0054;122.49;68.38;163.37;181.21;Shale;0.075
W-0054;111.17;59.98;181.21;200.01;Limestone;0.322
W-0054;99.24;80.95;200.01;201.54;Shale;0.054
W-0054;108.28;72.96;201.54;204.24;Limestone;0.324
W-0054;84.34;51.66;204.24;212.42;Shale;0.167
W-0054;97.98;51.59;212.42;216.32;Shale;0.335
W-0054;91.40;94.28;216.32;234.76;Shale;0.304
W-0054;109.01;71.77;234.76;236.53;Limestone;0.344
W-0054;105.26;59.52;236.53;246.60;;0.280
W-0054;117.23;75.59;246.60;256.55;Shale;0.158
W-0054;96.72;97.47;256.55;271.82;Shale;0.029
W-0054;110.12;89.14;271.82;285.95;Shale;0.170
W-0054;91.65;96.39;285.95;298.72;Limestone;0.275
W-0054;93.85;85.97;298.72;301.24;Sandstone;0.069
W-0054;116.44;71.75;301.24;307.17;Sandstone;0.310
W-0054;124.26;82.97;307.17;316.99;Dolomite;0.116
W-0054;124.59;92.47;316.99;325.21;Sandstone;0.278
W-0054;110.03;91.68;325.21;340.14;Sandstone;0.252
W-0054;103.44;64.90;340.14;355.47;Sandstone;0.112
W-0054;83.61;62.42;355.47;371.30;Limestone;0.011
W-0054;109.96;76.88;371.30;389.88;Limestone;0.285
W-0054;118.82;73.38;389.88;402.75;Shale;0.204
W-0054;84.05;54.78;402.75;421.88;Dolomite;0.180
W-0054;106.25;74.58;421.88;437.01;Limestone;0.219
W-0054;113.08;93.75;449.99;444.99;Dolomite;0.253
W-0054;85.50;69.93;444.99;462.09;Dolomite;0.214
W-0054;92.25;66.26;462.09;463.99;Dolomite;0.171
W-0054;90.96;87.01;463.99;479.12;Dolomite;0.335
W-0054;117.41;58.13;479.12;494.61;Limestone;0.349
W-0054;123.85;59.16;494.61;513.50;Limestone;0.225
W-0054;101.52;50.76;513.50;529.21;Shale;0.226
W-0054;83.05;66.06;529.21;539.96;Shale;0.243
W-0055;94.39;79.50;0.00;1.59;Shale;0.079
W-0055;120.80;90.78;1.59;20.56;Sandstone;0.015
W-0055;94.59;83.23;20.56;29.73;Limestone;0.319
W-0055;94.31;93.95;29.73;44.26;Sandstone;0.187
W-0055;102.47;82.46;44.26;47.57;Shale;0.285
W-0055;114.14;51.07;47.57;58.04;Shale;0.065
W-0055;103.97;67.88;58.04;77.78;Sandstone;0.202
W-0055;128.27;62.93;77.78;78.82;Sandstone;0.107
W-0055;116.29;86.20;78.82;88.15;Sandstone;0.164
W-0055;102.43;57.59;88.15;90.78;Shale;0.035
W-0055;116.70;61.44;90.78;92.36;Limestone;0.181
W-0055;81.62;84.46;92.36;102.99;Sandstone;0.310
W-0055;100.62;60.03;102.99;110.25;Dolomite;0.070
W-0055;102.17;60.27;110.25;118.30;;0.312
W-0055;88.47;78.43;118.30;130.33;Shale;1.500
W-0055;94.65;94.70;130.33;136.80;Limestone;0.133
W-0055;118.37;81.38;136.80;152.42;Sandstone;0.084
W-0055;102.33;83.70;152.42;169.89;Dolomite;0.256
W-0055;102.81;76.75;169.89;189.53;Dolomite;0.060
W-0055;88.81;78.29;189.53;197.51;Dolomite;0.069
W-0055;100.55;65.98;197.51;208.67;Shale;0.276
W-0055;91.88;98.65;208.67;225.80;Sandstone;0.061
W-0055;103.82;71.66;225.80;245.69;Dolomite;0.263
W-0055;89.72;62.79;245.69;263.16;Limestone;0.100
W-0055;81.23;72.68;263.16;278.45;Limestone;0.102
W-0055;127.69;89.89;278.45;288.17;Dolomite;0.220
W-0055;82.69;97.25;288.17;306.56;Dolomite;0.247
W-0055;99.55;72.41;306.56;314.94;Limestone;0.137
W-0055;123.53;69.70;314.94;331.98;Sandstone;0.281
W-0055;82.68;53.52;331.98;334.18;Dolomite;0.177
W-0055;90.57;90.73;334.18;348.66;Sandstone;0.029
W-0055;84.20;81.36;348.66;365.51;Sandstone;0.265
W-0055;93.63;64.55;365.51;377.53;Sandstone;0.342
W-0055;91.52;79.34;377.53;380.25;Sandstone;0.203
W-0055;127.07;88.70;380.25;381.68;Shale;0.288
W-0055;121.45;56.89;381.68;391.58;Shale;0.252
W-0055;80.96;66.38;391.58;400.06;Sandstone;0.134
W-0055;123.73;88.43;400.06;413.71;Sandstone;0.328
W-0055;96.63;95.78;413.71;417.01;Limestone;0.250
W-0055;90.74;58.41;417.01;422.99;Dolomite;0.053
W-0055;96.29;76.86;422.99;439.79;Limestone;0.106
W-0055;95.41;83.15;439.79;452.18;Shale;0.052
W-0055;100.73;59.50;452.18;457.60;Limestone;0.069
W-0055;90.18;93.67;457.60;475.07;Shale;0.085
W-0055;100.39;78.73;475.07;484.66;Shale;0.148
W-0055;109.94;58.93;484.66;489.57;Sandstone;0.260
W-0055;125.22;78.46;489.57;499.98;Sandstone;0.276
W-0055;124.26;80.70;499.98;516.12;Limestone;0.304
W-0055;112.87;93.00;516.12;536.11;Limestone;0.233
W-0055;100.67;89.38;536.11;543.25;Dolomite;0.324
W-0056;86.92;86.51;0.00;6.10;Sandstone;0.052
