WellId;X;Y;DepthFrom;DepthTo;Rock;Porosity
W-0035;101.42;85.57;34.17;36.90;Shale;0.264
W-0035;117.45;90.97;36.90;54.96;Dolomite;0.310
W-0035;91.49;81.66;54.96;59.47;Shale;0.302
W-0035;88.87;71.84;59.47;73.01;Limestone;0.194
W-0035;90.54;50.33;73.01;87.58;Shale;1.500
W-0035;84.55;85.15;87.58;92.17;Limestone;0.025
W-0035;97.65;83.98;92.17;101.39;Shale;0.182
W-0035;88.37;74.17;101.39;119.88;Sandstone;0.357
W-0035;111.61;59.62;119.88;124.87;Dolomite;0.354
W-0035;92.22;51.88;124.87;129.42;Sandstone;0.128
W-0035;87.49;61.44;129.42;138.25;Dolomite;0.245
W-0035;101.47;94.39;138.25;150.49;Shale;0.067
W-0035;87.67;78.57;174.46;169.46;Dolomite;0.088
W-0035;129.64;54.83;169.46;170.73;Limestone;0.321
W-0035;120.69;61.95;170.73;185.39;Sandstone;1.500
W-0035;102.84;58.75;185.39;192.88;Shale;0.170
BAD-OVR1;101.69;64.68;134.00;142.00;Dolomite;0.250
W-0035;117.90;54.54;209.30;210.85;Sandstone;0.255
W-0035;88.74;71.54;210.85;227.31;Sandstone;0.075
W-0035;115.18;89.25;227.31;234.79;Sandstone;0.031
W-0035;101.72;68.03;234.79;250.80;Shale;0.040
W-0035;120.67;71.93;250.80;253.99;Shale;0.143
W-0035;91.48;61.29;253.99;262.81;Dolomite;0.222
W-0035;89.29;87.91;262.81;274.08;Limestone;0.323
W-0035;89.50;65.59;274.08;293.89;Sandstone;0.014
W-0035;126.09;61.80;293.89;299.33;Limestone;0.126
W-0035;95.73;58.52;299.33;300.44;Sandstone;0.095
W-0035;94.87;74.58;300.44;302.41;Dolomite;0.330
W-0035;121.49;89.70;302.41;306.80;Shale;0.014
W-0035;124.61;56.40;306.80;316.66;Sandstone;0.149
W-0035;129.93;85.67;316.66;325.79;Limestone;0.276
W-0035;114.81;92.52;325.79;343.76;Sandstone;0.218
W-0035;119.56;57.28;343.76;354.56;Limestone;0.013
W-0035;110.80;65.29;354.56;363.09;Sandstone;0.105
W-0035;104.65;68.92;363.09;368.35;Dolomite;0.180
W-0035;122.90;59.57;368.35;384.03;Sandstone;0.025
W-0035;121.61;92.67;384.03;398.91;;0.076
W-0035;83.29;87.12;398.91;403.69;Shale;0.273
BAD-OVR1;119.29;80.60;137.00;145.00;Sandstone;0.188
W-0035;98.82;98.38;406.95;416.37;Sandstone;0.343
W-0035;125.99;88.21;416.37;424.28;Shale;0.090
W-0035;113.18;77.90;424.28;427.26;Dolomite;0.167
W-0035;113.61;85.43;427.26;430.49;Limestone;0.348
W-0035;80.91;87.57;430.49;443.39;Limestone;0.061
W-0035;84.29;89.71;443.39;457.39;;0.310
W-0035;84.27;81.08;457.39;475.53;Limestone;0.356
W-0035;115.08;68.87;475.53;486.28;Dolomite;0.037
W-0036;118.11;89.93;0.00;4.12;Dolomite;0.147
W-0036;128.71;52.24;4.12;5.17;Dolomite;0.077
W-0036;117.83;78.11;5.17;17.91;Limestone;0.221
W-0036;115.98;99.13;17.91;32.23;Sandstone;0.326
W-0036;92.66;66.23;32.23;46.93;Shale;0.230
W-0036;80.72;61.15;46.93;60.72;Limestone;0.218
W-0036;115.55;56.13;60.72;69.37;Dolomite;0.257
W-0036;83.56;58.47;69.37;78.52;Shale;0.217
BAD-OVR1;120.30;60.66;140.00;148.00;Sandstone;0.036
W-0036;104.66;86.61;94.24;112.28;;0.258
W-0036;83.86;64.02;112.28;121.16;Limestone;0.326
W-0036;106.32;66.24;121.16;140.53;Limestone;0.282
W-0036;81.63;91.69;140.53;146.76;Dolomite;0.346
W-0036;99.88;77.52;146.76;161.71;Limestone;0.321
W-0036;120.66;96.82;161.71;165.51;Shale;0.339
W-0036;102.54;68.68;165.51;174.35;Limestone;0.293
W-0036;99.85;82.81;174.35;180.44;Limestone;0.072
W-0036;102.93;76.78;180.44;189.72;Limestone;0.026
W-0036;121.00;80.21;189.72;205.41;Sandstone;0.339
W-0036;96.67;89.07;205.41;213.87;Dolomite;0.221
W-0036;121.11;97.44;213.87;222.20;Sandstone;0.297
W-0036;83.37;84.86;222.20;223.69;Dolomite;0.182
W-0036;103.23;96.91;223.69;231.79;Limestone;0.303
W-0036;129.05;75.94;231.79;249.73;Dolomite;0.275
W-0036;84.49;64.32;249.73;258.96;Limestone;1.500
W-0036;81.70;69.94;258.96;260.99;Limestone;0.233
W-0036;124.01;67.76;260.99;275.59;Sandstone;0.089
W-0036;90.81;98.55;275.59;278.73;Limestone;1.500
W-0036;119.28;93.28;278.73;297.66;;0.016
W-0036;83.69;95.82;297.66;302.29;Sandstone;0.015
BAD-OVR1;128.51;90.71;143.00;151.00;Dolomite;0.295
W-0036;92.42;58.09;316.50;323.23;Sandstone;0.216
W-0036;111.83;97.45;323.23;329.77;Shale;0.251
W-0036;91.13;80.96;329.77;341.92;Limestone;0.174
W-0036;84.15;99.69;341.92;350.17;Dolomite;0.090
W-0036;81.83;91.44;350.17;357.66;Sandstone;0.032
W-0036;112.64;60.89;357.66;361.62;Sandstone;0.088
W-0036;115.02;81.97;361.62;367.90;;0.151
W-0036;119.56;76.53;367.90;373.22;Limestone;0.300
W-0036;127.34;76.92;373.22;380.80;Shale;0.330
W-0036;115.57;63.87;380.80;399.52;Shale;0.048
W-0036;87.03;72.71;399.52;417.38;Dolomite;0.322
W-0036;111.54;60.17;417.38;425.92;Sandstone;0.266
W-0036;122.91;81.06;425.92;438.13;Limestone;0.073
W-0036;104.68;81.60;438.13;439.14;Dolomite;0.092
W-0036;83.31;54.69;439.14;445.88;Limestone;0.118
W-0036;110.27;55.99;445.88;456.94;Shale;0.122
W-0036;89.04;95.60;456.94;470.10;Dolomite;0.281
W-0036;129.88;94.91;470.10;486.43;Shale;0.255
W-0036;91.54;69.90;486.43;489.28;Sandstone;0.040
W-0037;117.94;59.69;0.00;5.15;Limestone;0.295
W-0037;88.47;64.81;5.15;23.17;Limestone;0.165
W-0037;94.94;66.94;23.17;29.87;Shale;0.056
W-0037;82.93;86.92;29.87;47.18;Limestone;0.342
W-0037;115.83;77.42;47.18;55.65;Sandstone;0.046
W-0037;122.38;68.56;55.65;57.28;Sandstone;0.276
W-0037;116.54;90.84;57.28;60.16;Dolomite;0.215
W-0037;116.47;77.28;60.16;69.81;Sandstone;0.087
W-0037;129.71;79.50;69.81;75.85;Dolomite;0.071
W-0037;110.96;69.20;75.85;81.50;Dolomite;0.237
W-0037;100.17;58.07;81.50;86.15;;0.222
W-0037;108.95;62.33;86.15;98.13;Sandstone;0.329
W-0037;88.44;60.75;98.13;102.03;Limestone;0.236
W-0037;124.11;76.08;102.03;109.29;Sandstone;0.015
W-0037;112.20;50.90;109.29;114.00;Shale;0.162
W-0037;124.15;92.48;114.00;118.22;Dolomite;0.164
W-0037;94.27;87.15;118.22;137.10;Limestone;0.226
W-0037;119.19;91.08;137.10;151.02;Dolomite;0.241
W-0037;89.80;61.93;151.02;166.06;Dolomite;0.360
W-0037;126.77;68.61;166.06;169.87;Shale;0.130
W-0037;123.81;94.74;169.87;186.33;;0.111
W-0037;87.32;66.71;186.33;202.05;Shale;0.043
W-0037;103.12;74.94;202.05;220.26;Limestone;0.097
W-0037;121.70;84.71;220.26;228.05;Sandstone;0.181
W-0037;111.89;52.12;228.05;245.21;;0.325
W-0037;93.83;80.35;245.21;253.82;Limestone;0.188
W-0037;87.95;79.11;253.82;264.93;Shale;0.291
W-0037;89.27;73.38;264.93;268.65;Dolomite;0.142
W-0037;91.01;78.95;268.65;272.02;Dolomite;0.305
W-0037;91.46;82.05;272.02;280.74;Shale;0.207
W-0037;90.49;55.15;280.74;290.01;Shale;0.168
W-0037;105.08;55.39;290.01;309.85;Sandstone;0.079
W-0037;113.00;60.73;309.85;327.78;Sandstone;1.500
W-0037;82.55;90.05;327.78;341.40;Limestone;0.298
W-0037;127.17;66.05;341.40;356.89;Dolomite;0.054
W-0037;95.72;76.98;356.89;358.24;Limestone;0.153
W-0037;124.56;73.91;358.24;359.54;Shale;0.127
W-0037;105.44;51.79;359.54;367.79;Limestone;0.113
W-0037;117.87;59.91;367.79;380.02;Limestone;0.209
W-0037;109.16;92.98;380.02;386.34;Sandstone;0.277
W-0037;116.28;87.46;386.34;406.00;Sandstone;0.315
W-0037;112.34;68.76;406.00;422.29;Sandstone;0.059
W-0037;80.25;69.80;422.29;432.15;Limestone;0.305
W-0037;126.93;74.21;432.15;433.63;Sandstone;0.358
W-0037;93.76;96.42;433.63;453.08;Limestone;0.256
W-0037;101.02;88.81;453.08;467.65;Dolomite;0.335
W-0037;94.42;69.17;467.65;471.80;Shale;0.294
W-0037;121.23;78.35;471.80;473.91;Sandstone;0.143
W-0037;94.84;59.48;473.91;475.26;Limestone;0.072
W-0037;85.27;79.62;475.26;490.60;Sandstone;0.308
W-0038;114.34;69.55;0.00;13.80;Limestone;0.280
W-0038;122.87;56.01;13.80;23.66;Dolomite;0.047
W-0038;111.08;60.76;23.66;37.43;Sandstone;0.118
W-0038;123.43;62.78;37.43;48.83;Dolomite;0.346
W-0038;106.58;96.40;48.83;61.22;Limestone;0.283
W-0038;121.57;61.68;61.22;72.35;Sandstone;0.023
W-0038;92.35;78.47;72.35;88.49;Shale;0.067
W-0038;115.28;70.83;88.49;91.09;Shale;0.315
W-0038;110.40;50.02;91.09;97.48;Limestone;0.075
W-0038;99.72;94.40;97.48;106.69;Sandstone;0.263
W-0038;118.19;71.15;106.69;114.17;Sandstone;0.027
W-0038;126.24;69.87;114.17;118.56;Limestone;0.310
W-0038;111.54;58.67;118.56;121.34;Limestone;0.043
W-0038;101.40;98.57;121.34;123.42;Shale;0.299
W-0038;82.66;75.23;123.42;125.32;Dolomite;0.300
W-0038;129.47;54.28;125.32;142.39;Dolomite;0.336
W-0038;126.01;78.80;142.39;150.38;Sandstone;0.232
W-0038;119.14;67.88;150.38;154.09;Shale;1.500
W-0038;105.04;55.40;154.09;170.19;Dolomite;0.267
W-0038;119.26;56.28;170.19;182.53;Shale;0.037
W-0038;121.22;99.31;182.53;194.31;Sandstone;0.101
W-0038;124.67;83.80;194.31;199.91;Limestone;0.138
W-0038;88.73;60.78;199.91;207.30;Shale;0.309
W-0038;111.82;75.42;207.30;223.66;Sandstone;0.163
W-0038;97.68;55.00;223.66;231.36;Sandstone;0.069
W-0038;87.12;67.91;231.36;241.85;Dolomite;0.146
W-0038;125.29;87.64;241.85;244.68;Limestone;1.500
W-0038;118.53;57.30;244.68;259.78;Limestone;0.260
W-0038;100.80;60.09;259.78;265.91;Sandstone;0.334
W-0038;116.77;89.49;265.91;277.33;Dolomite;0.247
W-0038;101.00;89.99;277.33;287.95;Limestone;1.500
BAD-OVR1;80.88;67.54;146.00;154.00;Shale;0.247
W-0038;98.62;63.32;304.67;321.96;Dolomite;0.102
W-0038;129.00;53.78;321.96;330.27;Dolomite;0.247
W-0038;106.77;50.74;330.27;339.49;Dolomite;0.041
W-0038;85.05;53.00;339.49;341.95;Dolomite;0.343
W-0038;105.67;66.71;341.95;360.68;Shale;0.101
W-0038;114.52;86.45;360.68;371.64;Sandstone;0.274
W-0038;115.55;97.32;371.64;382.63;Limestone;0.313
W-0038;118.79;79.27;382.63;385.96;Shale;0.325
W-0038;108.77;54.31;385.96;391.94;Sandstone;0.215
W-0038;81.30;71.84;391.94;398.95;Sandstone;0.106
W-0038;97.92;62.32;398.95;415.44;Sandstone;0.061
W-0038;102.19;68.38;415.44;421.37;Dolomite;0.087
W-0038;83.62;92.23;421.37;426.06;Limestone;0.066
W-0038;116.46;98.75;426.06;435.29;Shale;0.065
W-0038;85.09;73.06;435.29;439.01;Dolomite;0.060
W-0038;97.15;85.26;439.01;452.76;Shale;0.324
W-0038;119.28;87.75;452.76;462.14;Sandstone;0.043
W-0038;126.90;90.10;462.14;479.59;Sandstone;0.065
W-0039;101.18;77.52;0.00;6.27;Dolomite;0.107
W-0039;104.82;81.12;6.27;8.94;Shale;0.332
W-0039;120.27;76.86;8.94;14.23;Dolomite;0.161
W-0039;103.54;73.82;14.23;33.22;Shale;0.252
W-0039;126.18;77.78;33.22;50.94;Dolomite;0.289
W-0039;95.42;99.06;50.94;57.72;Limestone;0.179
W-0039;82.06;69.58;57.72;66.87;Limestone;0.045
W-0039;106.58;57.23;66.87;83.75;Dolomite;0.139
W-0039;95.37;99.82;83.75;91.81;Limestone;0.237
W-0039;119.73;92.45;91.81;109.16;Dolomite;0.020
W-0039;101.01;79.83;109.16;125.82;Shale;0.126
W-0039;98.94;70.18;132.85;127.85;Shale;0.325
W-0039;84.31;55.02;127.85;136.01;Shale;0.025
W-0039;108.46;58.28;136.01;140.57;Limestone;0.217
W-0039;129.23;97.88;140.57;147.87;Shale;0.222
W-0039;116.55;58.44;147.87;155.78;Shale;0.343
W-0039;102.55;89.99;155.78;172.20;Dolomite;0.143
W-0039;105.17;83.65;172.20;175.03;Limestone;0.103
W-0039;95.19;56.17;175.03;191.34;Limestone;0.116
W-0039;106.69;54.89;191.34;192.42;Sandstone;0.272
W-0039;110.32;87.75;192.42;208.56;Limestone;0.326
W-0039;113.76;68.92;208.56;212.41;Dolomite;0.087
W-0039;116.68;83.57;212.41;228.35;Sandstone;0.297
W-0039;115.27;82.58;228.35;242.52;Dolomite;0.122
W-0039;121.39;70.81;242.52;259.97;Shale;0.071
W-0039;104.95;71.40;259.97;261.97;Limestone;0.112
W-0039;88.41;54.16;261.97;277.59;Limestone;0.240
W-0039;99.96;71.51;277.59;295.75;Shale;0.213
BAD-OVR1;83.78;65.56;149.00;157.00;Sandstone;0.121
W-0039;114.10;91.20;302.04;311.31;Limestone;0.217
W-0039;123.29;58.69;311.31;316.18;Limestone;0.141
W-0039;89.52;64.85;316.18;324.40;Sandstone;0.029
W-0039;87.49;67.03;324.40;344.28;Dolomite;0.144
W-0039;109.04;63.24;344.28;361.15;Sandstone;0.159
W-0039;108.70;70.72;361.15;364.25;Dolomite;0.274
W-0039;89.46;92.77;364.25;374.57;Limestone;0.185
W-0039;114.11;55.08;374.57;376.63;Sandstone;0.140
W-0039;92.59;95.65;376.63;382.51;Shale;0.337
W-0039;85.09;93.76;382.51;391.88;Shale;0.266
W-0039;112.62;81.61;391.88;407.10;Limestone;0.263
W-0039;114.08;61.67;407.10;418.40;Dolomite;0.351
W-0039;92.25;93.38;418.40;435.39;Shale;0.054
W-0039;121.71;73.49;435.39;453.35;Shale;0.354
W-0039;110.32;51.56;453.35;463.46;Sandstone;0.309
W-0039;81.34;82.21;463.46;466.80;Sandstone;0.230
W-0039;116.79;67.06;466.80;474.98;Sandstone;0.160
W-0039;117.10;66.97;474.98;493.83;;0.114
W-0039;86.76;79.60;493.83;509.09;Sandstone;0.259
W-0039;101.77;55.09;509.09;522.44;Sandstone;0.267
W-0039;104.03;77.40;522.44;530.63;Shale;0.320
W-0040;83.80;54.09;0.00;5.52;Dolomite;0.281
W-0040;125.19;86.92;5.52;7.29;Dolomite;0.293
W-0040;108.66;77.44;7.29;22.23;Limestone;0.359
W-0040;86.45;93.39;22.23;40.96;Dolomite;0.265
W-0040;90.82;75.02;40.96;53.49;Shale;0.225
W-0040;118.05;53.95;53.49;63.11;Shale;0.354
W-0040;121.48;58.00;63.11;79.65;Dolomite;0.099
W-0040;91.07;84.13;79.65;86.22;Sandstone;0.242
W-0040;127.93;53.41;86.22;97.66;Sandstone;1.500
W-0040;99.80;60.74;97.66;105.39;Shale;0.276
W-0040;88.86;60.91;105.39;108.73;Sandstone;0.357
W-0040;89.44;98.14;108.73;120.51;Shale;0.214
W-0040;102.25;58.10;138.15;133.15;Dolomite;0.234
W-0040;91.74;60.44;133.15;150.07;Limestone;0.264
W-0040;96.57;82.29;150.07;161.43;Limestone;0.085
W-0040;123.09;55.99;175.06;170.06;Shale;0.286
W-0040;122.46;53.09;170.06;184.18;Shale;0.297
W-0040;110.94;72.04;184.18;194.41;Shale;0.245
W-0040;100.26;71.76;194.41;206.34;Limestone;0.176
W-0040;101.76;87.83;206.34;216.67;Shale;0.300
W-0040;89.24;87.65;216.67;231.89;Dolomite;0.240
W-0040;101.85;95.02;231.89;239.97;Shale;0.049
W-0040;97.72;83.57;239.97;248.37;Sandstone;0.291
W-0040;83.06;81.01;248.37;267.91;Sandstone;0.021
W-0040;89.57;77.65;286.16;281.16;Dolomite;0.048
W-0040;107.30;63.63;281.16;286.60;;0.143
W-0040;127.54;90.92;286.60;302.51;Sandstone;0.106
W-0040;129.98;91.48;302.51;309.66;Dolomite;0.344
W-0040;88.00;64.81;309.66;328.80;Sandstone;0.190
BAD-OVR1;98.52;50.58;152.00;160.00;Dolomite;0.223
W-0040;120.90;79.27;343.52;359.55;Limestone;0.020
W-0040;97.21;50.47;359.55;366.11;Limestone;0.076
W-0040;105.06;51.93;366.11;373.69;Sandstone;0.071
W-0040;102.78;59.70;373.69;386.06;Dolomite;0.252
W-0040;83.92;67.04;386.06;401.45;Sandstone;0.351
W-0040;97.19;99.07;401.45;406.43;Shale;0.082
W-0040;128.95;83.02;406.43;422.63;Limestone;0.239
W-0040;105.53;91.81;422.63;425.68;Dolomite;0.256
W-0040;123.10;58.23;425.68;442.60;Shale;0.190
W-0040;105.23;98.83;442.60;460.59;Dolomite;0.101
W-0040;84.08;65.94;460.59;462.25;Dolomite;0.353
W-0040;118.70;90.97;462.25;479.10;Shale;0.089
W-0040;100.05;98.56;479.10;490.37;Shale;0.126
W-0040;115.27;55.36;490.37;503.48;Limestone;0.067
W-0040;106.45;91.13;503.48;513.36;Dolomite;0.072
W-0040;119.74;50.06;513.36;521.96;Sandstone;0.151
W-0040;125.51;79.24;521.96;539.23;Dolomite;0.079
W-0040;112.12;60.23;539.23;558.05;Limestone;0.052
W-0040;123.71;92.57;558.05;571.31;Sandstone;0.105
W-0040;82.59;90.03;571.31;575.26;Sandstone;0.149
W-0041;116.95;98.97;0.00;13.20;Shale;0.312
W-0041;85.68;64.48;13.20;25.00;Sandstone;0.270
W-0041;129.95;90.21;25.00;43.29;Dolomite;0.233
W-0041;123.60;60.20;43.29;57.64;Dolomite;0.332
W-0041;109.11;87.80;57.64;72.49;Sandstone;0.031
W-0041;88.97;84.26;72.49;77.06;Shale;0.067
W-0041;92.11;51.81;77.06;84.56;Shale;0.084
W-0041;128.70;83.41;84.56;87.62;Dolomite;0.024
W-0041;92.18;64.96;87.62;91.70;Sandstone;0.134
BAD-OVR1;102.75;90.68;155.00;163.00;Limestone;0.018
W-0041;104.82;93.38;104.19;99.19;Dolomite;0.019
W-0041;107.91;65.00;99.19;112.39;Shale;0.189
W-0041;110.84;57.98;112.39;132.25;Dolomite;0.343
W-0041;90.88;84.12;132.25;146.86;Limestone;0.011
W-0041;102.00;99.15;146.86;154.18;Dolomite;0.095
W-0041;87.95;96.29;154.18;155.41;Sandstone;0.086
W-0041;110.03;50.39;155.41;168.59;Sandstone;0.130
W-0041;121.30;77.57;168.59;184.58;Shale;0.213
W-0041;89.99;79.17;184.58;201.96;Dolomite;0.045
W-0041;99.50;61.77;224.40;219.40;Limestone;0.194
W-0041;116.28;78.15;219.40;221.46;Limestone;0.197
W-0041;109.52;69.07;221.46;240.39;Shale;0.105
W-0041;110.54;58.35;240.39;247.87;Dolomite;0.162
W-0041;128.58;94.01;247.87;256.54;Sandstone;0.288
W-0041;104.33;67.61;256.54;273.25;Shale;0.306
W-0041;103.92;56.55;273.25;283.40;Shale;0.124
W-0041;114.18;76.63;283.40;284.75;Sandstone;0.349
W-0041;92.48;77.53;284.75;291.68;Dolomite;0.079
W-0041;80.03;70.67;291.68;307.89;Limestone;0.184
W-0041;112.01;79.33;307.89;323.48;Limestone;0.292
W-0041;117.87;95.99;323.48;334.66;Dolomite;0.070
W-0041;103.11;50.66;334.66;351.66;Shale;0.113
W-0041;101.64;88.37;351.66;369.96;Sandstone;0.321
W-0041;97.42;78.41;369.96;373.93;Dolomite;0.244
W-0041;88.99;53.21;373.93;386.95;Dolomite;0.345
W-0041;80.55;64.41;406.74;401.74;Dolomite;0.166
W-0041;113.11;64.32;401.74;409.95;Sandstone;0.170
W-0041;84.48;71.92;409.95;413.24;Dolomite;0.354
W-0041;116.76;71.73;413.24;427.49;Shale;0.026
BAD-OVR1;81.24;93.10;158.00;166.00;Sandstone;0.284
W-0041;105.37;81.34;433.24;435.29;Sandstone;1.500
W-0041;88.83;79.77;435.29;442.39;Dolomite;0.200
W-0041;123.26;58.82;442.39;445.52;Dolomite;0.292
W-0041;95.60;64.09;445.52;448.09;Dolomite;0.045
W-0041;82.05;74.40;448.09;453.67;Limestone;0.294
W-0041;119.98;77.93;453.67;464.23;Limestone;0.243
W-0041;86.37;99.29;464.23;482.08;Sandstone;0.263
W-0041;100.49;93.71;482.08;500.02;Sandstone;0.240
W-0041;86.34;52.57;500.02;502.08;Sandstone;0.287
W-0041;81.20;80.25;502.08;513.09;;0.032
W-0042;118.19;84.49;0.00;15.87;Shale;0.032
W-0042;85.00;79.61;15.87;26.60;Limestone;0.306
W-0042;97.22;59.83;26.60;38.25;Shale;0.182
W-0042;111.57;97.33;38.25;55.02;Limestone;0.136
W-0042;106.43;89.04;75.59;70.59;Sandstone;0.097
W-0042;95.13;79.74;94.13;89.13;Dolomite;0.133
W-0042;110.16;83.68;89.13;105.57;;0.358
W-0042;97.93;92.21;105.57;110.47;Sandstone;0.246
BAD-OVR1;127.07;66.36;161.00;169.00;Limestone;0.325
W-0042;91.66;69.66;113.61;120.87;Sandstone;0.083
W-0042;90.89;54.94;120.87;128.40;Limestone;0.353
W-0042;124.84;76.04;128.40;145.46;Shale;0.043
W-0042;100.67;86.23;145.46;164.55;Dolomite;0.014
W-0042;107.77;64.62;164.55;167.57;Sandstone;0.031
W-0042;127.36;50.10;167.57;181.75;Dolomite;0.217
W-0042;115.10;79.06;181.75;191.61;Shale;0.251
W-0042;116.11;95.32;191.61;209.03;Dolomite;0.129
W-0042;117.49;70.64;209.03;214.47;Limestone;0.321
W-0042;88.20;73.43;214.47;222.71;Dolomite;0.173
W-0042;88.71;52.30;222.71;224.45;Limestone;0.187
W-0042;107.88;54.48;224.45;243.13;Dolomite;0.299
BAD-OVR1;97.65;94.09;164.00;172.00;Sandstone;0.025
W-0042;112.57;80.06;244.80;263.91;Dolomite;0.158
W-0042;114.40;82.68;263.91;267.10;Shale;0.235
W-0042;108.86;94.40;267.10;270.28;Shale;0.135
W-0042;122.84;65.02;270.28;278.91;Dolomite;0.149
W-0042;91.15;93.15;278.91;291.04;Shale;1.500
W-0042;87.05;55.37;291.04;300.14;Limestone;0.067
W-0042;128.09;61.04;300.14;313.00;Limestone;0.267
W-0042;123.16;52.02;313.00;322.48;Dolomite;0.118
W-0042;99.87;90.10;322.48;333.44;Limestone;0.080
W-0042;115.20;88.24;333.44;338.32;Shale;0.266
W-0042;83.06;98.34;338.32;352.87;Sandstone;0.142
W-0042;114.78;65.08;352.87;367.66;Sandstone;0.216
W-0042;80.94;73.26;367.66;379.42;Shale;0.018
W-0042;120.16;70.72;379.42;390.93;Shale;0.123
W-0042;104.07;87.43;390.93;409.18;Shale;0.210
W-0042;113.04;62.92;409.18;419.50;Sandstone;0.126
W-0042;86.91;87.69;419.50;433.12;Dolomite;1.500
W-0042;90.65;57.39;433.12;438.17;Limestone;0.141
W-0042;88.78;57.70;438.17;453.25;Dolomite;0.325
W-0042;80.28;70.68;453.25;466.47;Shale;0.230
W-0042;111.40;50.58;466.47;481.34;Limestone;0.216
W-0042;112.31;97.67;481.34;484.90;Dolomite;0.154
W-0042;114.61;94.62;484.90;491.62;Shale;0.162
W-0042;126.28;54.70;491.62;499.74;Sandstone;0.188
W-0042;112.81;90.63;499.74;507.55;Sandstone;0.031
BAD-OVR1;86.20;78.18;167.00;175.00;Sandstone;0.109
W-0042;93.92;94.26;510.93;522.55;Dolomite;0.269
W-0042;110.00;68.80;522.55;537.65;Limestone;1.500
W-0043;80.73;73.03;0.00;19.60;Limestone;0.237
W-0043;92.64;72.74;19.60;30.16;Limestone;0.245
W-0043;128.64;73.59;30.16;48.15;Sandstone;0.246
W-0043;87.19;82.79;48.15;60.73;Sandstone;0.103
W-0043;110.86;52.18;60.73;68.44;Dolomite;0.211
W-0043;113.78;59.21;68.44;81.92;Limestone;0.066
W-0043;126.89;82.86;81.92;100.29;Shale;0.284
W-0043;109.90;98.30;100.29;105.35;Dolomite;0.328
W-0043;106.33;69.12;105.35;119.66;Dolomite;0.125
W-0043;99.90;90.72;119.66;124.34;Limestone;0.307
W-0043;89.06;64.91;124.34;142.10;Limestone;0.233
W-0043;85.97;81.13;142.10;149.02;Limestone;1.500
W-0043;126.69;77.61;149.02;166.59;Dolomite;0.221
W-0043;96.80;91.73;166.59;170.14;Sandstone;0.160
W-0043;101.61;89.09;170.14;187.41;Sandstone;0.343
W-0043;100.25;75.40;187.41;203.75;Limestone;0.154
W-0043;127.30;61.37;203.75;211.01;Shale;0.242
W-0043;127.88;61.59;211.01;213.96;Shale;0.346
W-0043;111.40;80.80;213.96;219.00;Dolomite;1.500
W-0043;103.56;54.88;219.00;236.53;Shale;0.338
W-0043;111.56;98.13;236.53;250.27;Dolomite;0.321
W-0043;90.54;81.23;250.27;253.96;Limestone;0.303
W-0043;128.56;80.50;253.96;258.22;Dolomite;0.054
W-0043;84.41;87.50;258.22;274.84;Sandstone;0.195
W-0043;86.65;75.57;274.84;283.70;Dolomite;0.303
W-0043;110.77;62.75;283.70;290.19;Limestone;0.043
W-0043;110.81;99.57;290.19;297.69;Limestone;0.175
W-0043;111.70;62.07;297.69;313.51;Dolomite;0.333
W-0043;122.18;81.19;313.51;332.97;Shale;0.221
W-0043;81.64;77.54;332.97;342.22;Limestone;0.302
W-0043;97.89;70.92;342.22;358.16;Dolomite;0.280
W-0043;84.29;74.82;358.16;368.96;Limestone;0.091
W-0043;122.71;87.88;368.96;375.25;Limestone;0.166
W-0043;107.81;64.75;375.25;387.44;Dolomite;0.342
W-0043;97.05;97.08;387.44;400.83;Sandstone;0.165
W-0043;93.33;64.08;409.84;404.84;Dolomite;0.350
W-0043;107.44;90.24;404.84;414.77;Sandstone;0.273
W-0043;128.43;68.63;414.77;423.23;Dolomite;0.297
W-0043;125.49;77.32;423.23;426.21;Sandstone;0.282
W-0043;119.47;71.39;426.21;436.13;Shale;0.181
W-0043;126.45;99.27;436.13;438.17;Dolomite;0.082
W-0043;128.82;94.53;438.17;454.08;Sandstone;0.338
W-0043;120.86;67.87;454.08;465.39;Sandstone;0.347
W-0043;121.09;75.18;465.39;468.72;Dolomite;0.077
W-0043;101.97;56.00;468.72;479.28;Shale;0.071
W-0043;109.18;98.81;479.28;486.30;Shale;0.104
W-0043;98.57;99.85;486.30;490.50;Limestone;0.311
W-0043;83.01;84.20;490.50;503.06;Limestone;0.125
W-0043;129.76;81.32;503.06;512.92;Dolomite;0.273
W-0043;115.37;56.10;512.92;529.02;;0.196
W-0044;102.32;67.82;0.00;14.61;Sandstone;0.235
W-0044;96.24;58.83;14.61;17.28;Dolomite;0.287
W-0044;100.40;68.96;17.28;30.48;Sandstone;0.271
W-0044;94.35;98.83;30.48;46.51;Sandstone;0.229
W-0044;83.94;84.53;46.51;51.79;Limestone;0.337
W-0044;128.60;60.61;51.79;61.62;Sandstone;0.359
W-0044;90.62;91.02;61.62;63.42;Shale;0.058
W-0044;96.66;60.96;63.42;80.28;Shale;0.180
W-0044;97.10;75.70;80.28;88.41;Limestone;0.315
W-0044;94.68;68.19;88.41;103.31;Sandstone;0.066
W-0044;116.81;99.64;103.31;108.93;Dolomite;0.291
W-0044;104.98;66.21;108.93;117.21;Sandstone;0.353
W-0044;103.24;82.00;117.21;134.14;Shale;0.272
W-0044;115.65;78.85;134.14;139.05;Dolomite;0.357
